symbol,name,tdx_api_mkt,code
SZ301236,软通动力,0,301236
SZ301219,腾远钴业,0,301219
SZ301216,万凯新材,0,301216
SZ301211,亨迪药业,0,301211
SZ301208,中亦科技,0,301208
SZ301207,华兰疫苗,0,301207
SZ301198,喜悦智行,0,301198
SZ301188,力诺特玻,0,301188
SZ301179,泽宇智能,0,301179
SZ301177,迪阿股份,0,301177
SZ301171,易点天下,0,301171
SZ301168,通灵股份,0,301168
SZ301166,优宁维,0,301166
SZ301165,锐捷网络,0,301165
SZ301162,国能日新,0,301162
SZ301155,海力风电,0,301155
SZ301153,中科江南,0,301153
SZ301152,天力锂能,0,301152
SZ301123,奕东电子,0,301123
SZ301121,紫建电子,0,301121
SZ301120,新特电气,0,301120
SZ301118,恒光股份,0,301118
SZ301117,佳缘科技,0,301117
SZ301108,洁雅股份,0,301108
SZ301103,何氏眼科,0,301103
SZ301102,兆讯传媒,0,301102
SZ301101,明月镜片,0,301101
SZ301100,风光股份,0,301100
SZ301099,雅创电子,0,301099
SZ301096,百诚医药,0,301096
SZ301095,广立微,0,301095
SZ301091,深城交,0,301091
SZ301089,拓新药业,0,301089
SZ301087,可孚医疗,0,301087
SZ301080,百普赛斯,0,301080
SZ301078,孩子王,0,301078
SZ301073,君亭酒店,0,301073
SZ301071,力量钻石,0,301071
SZ301069,凯盛新材,0,301069
SZ301062,上海艾录,0,301062
SZ301060,兰卫医学,0,301060
SZ301058,中粮科工,0,301058
SZ301051,信濠光电,0,301051
SZ301050,雷电微力,0,301050
SZ301047,义翘神州,0,301047
SZ301046,能辉科技,0,301046
SZ301040,中环海陆,0,301040
SZ301039,中集车辆,0,301039
SZ301035,润丰股份,0,301035
SZ301031,中熔电气,0,301031
SZ301030,仕净科技,0,301030
SZ301029,怡合达,0,301029
SZ301026,浩通科技,0,301026
SZ301025,读客文化,0,301025
SZ301023,江南奕帆,0,301023
SZ301021,英诺激光,0,301021
SZ301018,申菱环境,0,301018
SZ301015,百洋医药,0,301015
SZ301013,利和兴,0,301013
SZ301009,可靠股份,0,301009
SZ301007,德迈仕,0,301007
SZ301005,超捷股份,0,301005
SZ300999,金龙鱼,0,300999
SZ300996,普联软件,0,300996
SZ300990,同飞股份,0,300990
SZ300988,津荣天宇,0,300988
SZ300986,志特新材,0,300986
SZ300982,苏文电能,0,300982
SZ300979,华利集团,0,300979
SZ300976,达瑞电子,0,300976
SZ300973,立高食品,0,300973
SZ300969,恒帅股份,0,300969
SZ300967,晓鸣股份,0,300967
SZ300966,共同药业,0,300966
SZ300957,贝泰妮,0,300957
SZ300953,震裕科技,0,300953
SZ300945,曼卡龙,0,300945
SZ300942,易瑞生物,0,300942
SZ300941,创识科技,0,300941
SZ300940,南极光,0,300940
SZ300939,秋田微,0,300939
SZ300937,药易购,0,300937
SZ300933,中辰股份,0,300933
SZ300927,江天化学,0,300927
SZ300925,法本信息,0,300925
SZ300919,中伟股份,0,300919
SZ300918,南山智尚,0,300918
SZ300917,特发服务,0,300917
SZ300916,朗特智能,0,300916
SZ300915,海融科技,0,300915
SZ300911,亿田智能,0,300911
SZ300910,瑞丰新材,0,300910
SZ300903,科翔股份,0,300903
SZ300902,国安达,0,300902
SZ300900,广联航空,0,300900
SZ300898,熊猫乳品,0,300898
SZ300896,爱美客,0,300896
SZ300895,铜牛信息,0,300895
SZ300894,火星人,0,300894
SZ300893,松原股份,0,300893
SZ300890,翔丰华,0,300890
SZ300888,稳健医疗,0,300888
SZ300887,谱尼测试,0,300887
SZ300881,盛德鑫泰,0,300881
SZ300872,天阳科技,0,300872
SZ300869,康泰医学,0,300869
SZ300867,圣元环保,0,300867
SZ300866,安克创新,0,300866
SZ300863,卡倍亿,0,300863
SZ300861,美畅股份,0,300861
SZ300860,锋尚文化,0,300860
SZ300859,西域旅游,0,300859
SZ300858,科拓生物,0,300858
SZ300856,科思股份,0,300856
SZ300855,图南股份,0,300855
SZ300850,新强联,0,300850
SZ300848,美瑞新材,0,300848
SZ300847,中船汉光,0,300847
SZ300846,首都在线,0,300846
SZ300842,帝科股份,0,300842
SZ300841,康华生物,0,300841
SZ300835,龙磁科技,0,300835
SZ300832,新产业,0,300832
SZ300831,派瑞股份,0,300831
SZ300827,上能电气,0,300827
SZ300825,阿尔特,0,300825
SZ300821,东岳硅材,0,300821
SZ300820,英杰电气,0,300820
SZ300814,中富电路,0,300814
SZ300813,泰林生物,0,300813
SZ300812,易天股份,0,300812
SZ300811,铂科新材,0,300811
SZ300803,指南针,0,300803
SZ300799,左江科技,0,300799
SZ300795,米奥会展,0,300795
SZ300792,壹网壹创,0,300792
SZ300791,仙乐健康,0,300791
SZ300787,海能实业,0,300787
SZ300785,值得买,0,300785
SZ300783,三只松鼠,0,300783
SZ300782,卓胜微,0,300782
SZ300780,德恩精工,0,300780
SZ300779,惠城环保,0,300779
SZ300777,中简科技,0,300777
SZ300776,帝尔激光,0,300776
SZ300775,三角防务,0,300775
SZ300773,拉卡拉,0,300773
SZ300772,运达股份,0,300772
SZ300771,智莱科技,0,300771
SZ300770,新媒股份,0,300770
SZ300769,德方纳米,0,300769
SZ300767,震安科技,0,300767
SZ300766,每日互动,0,300766
SZ300765,新诺威,0,300765
SZ300763,锦浪科技,0,300763
SZ300762,上海瀚讯,0,300762
SZ300761,立华股份,0,300761
SZ300760,迈瑞医疗,0,300760
SZ300759,康龙化成,0,300759
SZ300758,七彩化学,0,300758
SZ300757,罗博特科,0,300757
SZ300755,华致酒行,0,300755
SZ300753,爱朋医疗,0,300753
SZ300752,隆利科技,0,300752
SZ300751,迈为股份,0,300751
SZ300750,宁德时代,0,300750
SZ300749,顶固集创,0,300749
SZ300748,金力永磁,0,300748
SZ300747,锐科激光,0,300747
SZ300745,欣锐科技,0,300745
SZ300742,越博动力,0,300742
SZ300740,水羊股份,0,300740
SZ300739,明阳电路,0,300739
SZ300738,奥飞数据,0,300738
SZ300737,科顺股份,0,300737
SZ300730,科创信息,0,300730
SZ300729,乐歌股份,0,300729
SZ300727,润禾材料,0,300727
SZ300726,宏达电子,0,300726
SZ300725,药石科技,0,300725
SZ300724,捷佳伟创,0,300724
SZ300723,一品红,0,300723
SZ300719,安达维尔,0,300719
SZ300718,长盛轴承,0,300718
SZ300716,国立科技,0,300716
SZ300712,永福股份,0,300712
SZ300709,精研科技,0,300709
SZ300708,聚灿光电,0,300708
SZ300706,阿石创,0,300706
SZ300705,九典制药,0,300705
SZ300702,天宇股份,0,300702
SZ300700,岱勒新材,0,300700
SZ300699,光威复材,0,300699
SZ300696,爱乐达,0,300696
SZ300693,盛弘股份,0,300693
SZ300688,创业黑马,0,300688
SZ300687,赛意信息,0,300687
SZ300686,智动力,0,300686
SZ300685,艾德生物,0,300685
SZ300682,朗新科技,0,300682
SZ300681,英搏尔,0,300681
SZ300680,隆盛科技,0,300680
SZ300679,电连技术,0,300679
SZ300677,英科医疗,0,300677
SZ300676,华大基因,0,300676
SZ300674,宇信科技,0,300674
SZ300673,佩蒂股份,0,300673
SZ300672,国科微,0,300672
SZ300671,富满微,0,300671
SZ300668,杰恩设计,0,300668
SZ300666,江丰电子,0,300666
SZ300663,科蓝软件,0,300663
SZ300662,科锐国际,0,300662
SZ300661,圣邦股份,0,300661
SZ300660,江苏雷利,0,300660
SZ300659,中孚信息,0,300659
SZ300657,弘信电子,0,300657
SZ300656,民德电子,0,300656
SZ300655,晶瑞电材,0,300655
SZ300653,正海生物,0,300653
SZ300649,杭州园林,0,300649
SZ300648,星云股份,0,300648
SZ300643,万通智控,0,300643
SZ300639,凯普生物,0,300639
SZ300638,广和通,0,300638
SZ300634,彩讯股份,0,300634
SZ300633,开立医疗,0,300633
SZ300632,光莆股份,0,300632
SZ300631,久吾高科,0,300631
SZ300630,普利制药,0,300630
SZ300629,新劲刚,0,300629
SZ300628,亿联网络,0,300628
SZ300627,华测导航,0,300627
SZ300624,万兴科技,0,300624
SZ300623,捷捷微电,0,300623
SZ300621,维业股份,0,300621
SZ300618,寒锐钴业,0,300618
SZ300616,尚品宅配,0,300616
SZ300614,百川畅银,0,300614
SZ300613,富瀚微,0,300613
SZ300612,宣亚国际,0,300612
SZ300607,拓斯达,0,300607
SZ300605,恒锋信息,0,300605
SZ300604,长川科技,0,300604
SZ300602,飞荣达,0,300602
SZ300601,康泰生物,0,300601
SZ300598,诚迈科技,0,300598
SZ300596,利安隆,0,300596
SZ300595,欧普康视,0,300595
SZ300594,朗进科技,0,300594
SZ300593,新雷能,0,300593
SZ300592,华凯易佰,0,300592
SZ300590,移为通信,0,300590
SZ300589,江龙船艇,0,300589
SZ300587,天铁股份,0,300587
SZ300586,美联新材,0,300586
SZ300585,奥联电子,0,300585
SZ300584,海辰药业,0,300584
SZ300582,英飞特,0,300582
SZ300581,晨曦航空,0,300581
SZ300579,数字认证,0,300579
SZ300573,兴齐眼药,0,300573
SZ300569,天能重工,0,300569
SZ300568,星源材质,0,300568
SZ300567,精测电子,0,300567
SZ300566,激智科技,0,300566
SZ300565,科信技术,0,300565
SZ300562,乐心医疗,0,300562
SZ300560,中富通,0,300560
SZ300559,佳发教育,0,300559
SZ300558,贝达药业,0,300558
SZ300554,三超新材,0,300554
SZ300552,万集科技,0,300552
SZ300551,古鳌科技,0,300551
SZ300546,雄帝科技,0,300546
SZ300542,新晨科技,0,300542
SZ300541,先进数通,0,300541
SZ300537,广信材料,0,300537
SZ300536,农尚环境,0,300536
SZ300534,陇神戎发,0,300534
SZ300533,冰川网络,0,300533
SZ300532,今天国际,0,300532
SZ300529,健帆生物,0,300529
SZ300526,*ST中潜,0,300526
SZ300525,博思软件,0,300525
SZ300520,科大国创,0,300520
SZ300518,盛讯达,0,300518
SZ300517,海波重科,0,300517
SZ300513,恒实科技,0,300513
SZ300505,川金诺,0,300505
SZ300502,新易盛,0,300502
SZ300500,启迪设计,0,300500
SZ300499,高澜股份,0,300499
SZ300498,温氏股份,0,300498
SZ300497,富祥药业,0,300497
SZ300496,中科创达,0,300496
SZ300494,盛天网络,0,300494
SZ300491,通合科技,0,300491
SZ300490,华自科技,0,300490
SZ300489,光智科技,0,300489
SZ300487,蓝晓科技,0,300487
SZ300485,赛升药业,0,300485
SZ300482,万孚生物,0,300482
SZ300481,濮阳惠成,0,300481
SZ300480,光力科技,0,300480
SZ300479,神思电子,0,300479
SZ300476,胜宏科技,0,300476
SZ300474,景嘉微,0,300474
SZ300472,新元科技,0,300472
SZ300471,厚普股份,0,300471
SZ300468,四方精创,0,300468
SZ300463,迈克生物,0,300463
SZ300460,惠伦晶体,0,300460
SZ300458,全志科技,0,300458
SZ300457,赢合科技,0,300457
SZ300456,赛微电子,0,300456
SZ300454,深信服,0,300454
SZ300452,山河药辅,0,300452
SZ300451,创业慧康,0,300451
SZ300450,先导智能,0,300450
SZ300443,金雷股份,0,300443
SZ300442,润泽科技,0,300442
SZ300438,鹏辉能源,0,300438
SZ300437,清水源,0,300437
SZ300436,广生堂,0,300436
SZ300435,中泰股份,0,300435
SZ300434,金石亚药,0,300434
SZ300433,蓝思科技,0,300433
SZ300432,富临精工,0,300432
SZ300428,立中集团,0,300428
SZ300427,红相股份,0,300427
SZ300423,昇辉科技,0,300423
SZ300421,力星股份,0,300421
SZ300418,昆仑万维,0,300418
SZ300416,苏试试验,0,300416
SZ300415,伊之密,0,300415
SZ300413,芒果超媒,0,300413
SZ300410,正业科技,0,300410
SZ300409,道氏技术,0,300409
SZ300408,三环集团,0,300408
SZ300406,九强生物,0,300406
SZ300402,宝色股份,0,300402
SZ300401,花园生物,0,300401
SZ300398,飞凯材料,0,300398
SZ300396,迪瑞医疗,0,300396
SZ300395,菲利华,0,300395
SZ300394,天孚通信,0,300394
SZ300393,中来股份,0,300393
SZ300390,天华超净,0,300390
SZ300389,艾比森,0,300389
SZ300383,光环新网,0,300383
SZ300382,斯莱克,0,300382
SZ300380,安硕信息,0,300380
SZ300379,东方通,0,300379
SZ300378,鼎捷软件,0,300378
SZ300377,赢时胜,0,300377
SZ300374,中铁装配,0,300374
SZ300373,扬杰科技,0,300373
SZ300369,绿盟科技,0,300369
SZ300366,创意信息,0,300366
SZ300365,恒华科技,0,300365
SZ300364,中文在线,0,300364
SZ300363,博腾股份,0,300363
SZ300360,炬华科技,0,300360
SZ300358,楚天科技,0,300358
SZ300357,我武生物,0,300357
SZ300353,东土科技,0,300353
SZ300351,永贵电器,0,300351
SZ300348,长亮科技,0,300348
SZ300347,泰格医药,0,300347
SZ300346,南大光电,0,300346
SZ300345,华民股份,0,300345
SZ300343,联创股份,0,300343
SZ300340,科恒股份,0,300340
SZ300339,润和软件,0,300339
SZ002389,航天彩虹,0,002389
SZ002385,大北农,0,002385
SZ002384,东山精密,0,002384
SZ002380,科远智慧,0,002380
SZ002373,千方科技,0,002373
SZ002372,伟星新材,0,002372
SZ002371,北方华创,0,002371
SZ002368,太极股份,0,002368
SZ002365,永安药业,0,002365
SZ002362,汉王科技,0,002362
SZ002353,杰瑞股份,0,002353
SZ002352,顺丰控股,0,002352
SZ002351,漫步者,0,002351
SZ002349,精华制药,0,002349
SZ002346,柘中股份,0,002346
SZ002338,奥普光电,0,002338
SZ002336,人人乐,0,002336
SZ002335,科华数据,0,002335
SZ002334,英威腾,0,002334
SZ002332,仙琚制药,0,002332
SZ002326,永太科技,0,002326
SZ002324,普利特,0,002324
SZ002319,乐通股份,0,002319
SZ002318,久立特材,0,002318
SZ002317,众生药业,0,002317
SZ002315,焦点科技,0,002315
SZ002312,川发龙蟒,0,002312
SZ002311,海大集团,0,002311
SZ002304,洋河股份,0,002304
SZ002299,圣农发展,0,002299
SZ002296,辉煌科技,0,002296
SZ002294,信立泰,0,002294
SZ002293,罗莱生活,0,002293
SZ002291,遥望科技,0,002291
SZ002279,久其软件,0,002279
SZ002276,万马股份,0,002276
SZ002273,水晶光电,0,002273
SZ002271,东方雨虹,0,002271
SZ002270,华明装备,0,002270
SZ002268,卫士通,0,002268
SZ002265,西仪股份,0,002265
SZ002262,恩华药业,0,002262
SZ002258,利尔化学,0,002258
SZ002254,泰和新材,0,002254
SZ002250,联化科技,0,002250
SZ002248,华东数控,0,002248
SZ002246,北化股份,0,002246
SZ002245,蔚蓝锂芯,0,002245
SZ002244,滨江集团,0,002244
SZ002243,力合科创,0,002243
SZ002242,九阳股份,0,002242
SZ002241,歌尔股份,0,002241
SZ002240,盛新锂能,0,002240
SZ002237,恒邦股份,0,002237
SZ002236,大华股份,0,002236
SZ002235,安妮股份,0,002235
SZ002234,民和股份,0,002234
SZ002232,启明信息,0,002232
SZ002231,奥维通信,0,002231
SZ002230,科大讯飞,0,002230
SZ002223,鱼跃医疗,0,002223
SZ002222,福晶科技,0,002222
SZ002221,东华能源,0,002221
SZ002216,三全食品,0,002216
SZ002214,大立科技,0,002214
SZ002213,大为股份,0,002213
SZ002212,天融信,0,002212
SZ002205,国统股份,0,002205
SZ002202,金风科技,0,002202
SZ002201,正威新材,0,002201
SZ002197,证通电子,0,002197
SZ002196,方正电机,0,002196
SZ002194,武汉凡谷,0,002194
SZ002193,如意集团,0,002193
SZ002192,融捷股份,0,002192
SZ002190,成飞集成,0,002190
SZ002186,全聚德,0,002186
SZ002185,华天科技,0,002185
SZ002184,海得控制,0,002184
SZ002182,云海金属,0,002182
SZ002180,纳思达,0,002180
SZ002179,中航光电,0,002179
SZ002176,江特电机,0,002176
SZ002174,游族网络,0,002174
SZ002169,智光电气,0,002169
SZ002166,莱茵生物,0,002166
SZ002163,海南发展,0,002163
SZ002159,三特索道,0,002159
SZ002158,汉钟精机,0,002158
SZ002156,通富微电,0,002156
SZ002155,湖南黄金,0,002155
SZ002153,石基信息,0,002153
SZ002152,广电运通,0,002152
SZ002151,北斗星通,0,002151
SZ002150,通润装备,0,002150
SZ002149,西部材料,0,002149
SZ002144,宏达高科,0,002144
SZ002142,宁波银行,0,002142
SZ002140,东华科技,0,002140
SZ002139,拓邦股份,0,002139
SZ002138,顺络电子,0,002138
SZ002129,TCL中环,0,002129
SZ002128,电投能源,0,002128
SZ002126,银轮股份,0,002126
SZ002125,湘潭电化,0,002125
SZ002123,梦网科技,0,002123
SZ002121,科陆电子,0,002121
SZ002120,韵达股份,0,002120
SZ002119,康强电子,0,002119
SZ002116,中国海诚,0,002116
SZ002111,威海广泰,0,002111
SZ002101,广东鸿图,0,002101
SZ002100,天康生物,0,002100
SZ002096,南岭民爆,0,002096
SZ002095,生意宝,0,002095
SZ002091,江苏国泰,0,002091
SZ002090,金智科技,0,002090
SZ002082,万邦德,0,002082
SZ002080,中材科技,0,002080
SZ002079,苏州固锝,0,002079
SZ002078,太阳纸业,0,002078
SZ002077,大港股份,0,002077
SZ002074,国轩高科,0,002074
SZ002068,黑猫股份,0,002068
SZ002066,瑞泰科技,0,002066
SZ002057,中钢天源,0,002057
SZ002056,横店东磁,0,002056
SZ002055,得润电子,0,002055
SZ002053,云南能投,0,002053
SZ002050,三花智控,0,002050
SZ002049,紫光国微,0,002049
SZ002048,宁波华翔,0,002048
SZ002046,国机精工,0,002046
SZ002045,国光电器,0,002045
SZ002043,兔宝宝,0,002043
SZ002041,登海种业,0,002041
SZ002039,黔源电力,0,002039
SZ002037,保利联合,0,002037
SZ002036,联创电子,0,002036
SZ002033,丽江股份,0,002033
SZ002030,达安基因,0,002030
SZ002028,思源电气,0,002028
SZ002025,航天电器,0,002025
SZ002020,京新药业,0,002020
SZ002019,亿帆医药,0,002019
SZ002017,东信和平,0,002017
SZ002015,协鑫能科,0,002015
SZ002013,中航机电,0,002013
SZ002011,盾安环境,0,002011
SZ002009,天奇股份,0,002009
SZ002008,大族激光,0,002008
SZ002007,华兰生物,0,002007
SZ002006,精功科技,0,002006
SZ002003,伟星股份,0,002003
SZ002001,新和成,0,002001
SZ001979,招商蛇口,0,001979
SZ001914,招商积余,0,001914
SZ001339,智微智能,0,001339
SZ001338,永顺泰,0,001338
SZ001330,博纳影业,0,001330
SZ001322,箭牌家居,0,001322
SZ001318,阳光乳业,0,001318
SZ001317,三羊马,0,001317
SZ001309,德明利,0,001309
SZ001308,康冠科技,0,001308
SZ001301,尚太科技,0,001301
SZ001298,好上好,0,001298
SZ001289,龙源电力,0,001289
SZ001270,铖昌科技,0,001270
SZ001269,欧晶科技,0,001269
SZ001258,立新能源,0,001258
SZ001236,弘业期货,0,001236
SZ001223,欧克科技,0,001223
SZ001219,青岛食品,0,001219
SZ001217,华尔泰,0,001217
SZ001215,千味央厨,0,001215
SZ001206,依依股份,0,001206
SZ001203,大中矿业,0,001203
SZ001201,东瑞股份,0,001201
SZ000999,华润三九,0,000999
SZ000998,隆平高科,0,000998
SZ000997,新大陆,0,000997
SZ000993,闽东电力,0,000993
SZ000989,九芝堂,0,000989
SZ000988,华工科技,0,000988
SZ000983,山西焦煤,0,000983
SZ000978,桂林旅游,0,000978
SZ000977,浪潮信息,0,000977
SZ000975,银泰黄金,0,000975
SZ000970,中科三环,0,000970
SZ000969,安泰科技,0,000969
SZ000968,蓝焰控股,0,000968
SZ000963,华东医药,0,000963
SZ000960,锡业股份,0,000960
SZ000957,中通客车,0,000957
SZ000951,中国重汽,0,000951
SZ000948,南天信息,0,000948
SZ000938,紫光股份,0,000938
SZ000935,四川双马,0,000935
SZ000933,神火股份,0,000933
SZ300337,银邦股份,0,300337
SZ300332,天壕环境,0,300332
SZ300331,苏大维格,0,300331
SZ300327,中颖电子,0,300327
SZ300320,海达股份,0,300320
SZ300319,麦捷科技,0,300319
SZ300316,晶盛机电,0,300316
SZ300314,戴维医疗,0,300314
SZ300308,中际旭创,0,300308
SZ300305,裕兴股份,0,300305
SZ300298,三诺生物,0,300298
SZ300294,博雅生物,0,300294
SZ300288,朗玛信息,0,300288
SZ300286,安科瑞,0,300286
SZ300274,阳光电源,0,300274
SZ300268,佳沃食品,0,300268
SZ300261,雅本化学,0,300261
SZ300260,新莱应材,0,300260
SZ300258,精锻科技,0,300258
SZ300257,开山股份,0,300257
SZ300253,卫宁健康,0,300253
SZ300251,光线传媒,0,300251
SZ300249,依米康,0,300249
SZ300248,新开普,0,300248
SZ300244,迪安诊断,0,300244
SZ300236,上海新阳,0,300236
SZ300233,金城医药,0,300233
SZ300229,拓尔思,0,300229
SZ300226,上海钢联,0,300226
SZ300224,正海磁材,0,300224
SZ300223,北京君正,0,300223
SZ300212,易华录,0,300212
SZ300208,青岛中程,0,300208
SZ300207,欣旺达,0,300207
SZ300206,理邦仪器,0,300206
SZ300205,天喻信息,0,300205
SZ300204,舒泰神,0,300204
SZ300203,聚光科技,0,300203
SZ300199,翰宇药业,0,300199
SZ300188,美亚柏科,0,300188
SZ300181,佐力药业,0,300181
SZ300179,四方达,0,300179
SZ300174,元力股份,0,300174
SZ300171,东富龙,0,300171
SZ300170,汉得信息,0,300170
SZ300168,万达信息,0,300168
SZ300166,东方国信,0,300166
SZ300161,华中数控,0,300161
SZ300151,昌红科技,0,300151
SZ300149,睿智医药,0,300149
SZ300146,汤臣倍健,0,300146
SZ300144,宋城演艺,0,300144
SZ300143,盈康生命,0,300143
SZ300142,沃森生物,0,300142
SZ300138,晨光生物,0,300138
SZ300136,信维通信,0,300136
SZ300130,新国都,0,300130
SZ300127,银河磁体,0,300127
SZ300125,聆达股份,0,300125
SZ300124,汇川技术,0,300124
SZ300122,智飞生物,0,300122
SZ300121,阳谷华泰,0,300121
SZ300118,东方日升,0,300118
SZ300115,长盈精密,0,300115
SZ300113,顺网科技,0,300113
SZ300109,新开源,0,300109
SZ300106,西部牧业,0,300106
SZ300105,龙源技术,0,300105
SZ300101,振芯科技,0,300101
SZ300093,金刚光伏,0,300093
SZ300087,荃银高科,0,300087
SZ300085,银之杰,0,300085
SZ300083,创世纪,0,300083
SZ300077,国民技术,0,300077
SZ300075,数字政通,0,300075
SZ300073,当升科技,0,300073
SZ300068,南都电源,0,300068
SZ300065,海兰信,0,300065
SZ300059,东方财富,0,300059
SZ300057,万顺新材,0,300057
SZ300054,鼎龙股份,0,300054
SZ300052,中青宝,0,300052
SZ300051,三五互联,0,300051
SZ300049,福瑞股份,0,300049
SZ300046,台基股份,0,300046
SZ300041,回天新材,0,300041
SZ300039,上海凯宝,0,300039
SZ300037,新宙邦,0,300037
SZ300036,超图软件,0,300036
SZ300035,中科电气,0,300035
SZ300034,钢研高纳,0,300034
SZ300033,同花顺,0,300033
SZ300031,宝通科技,0,300031
SZ300024,机器人,0,300024
SZ300019,硅宝科技,0,300019
SZ300015,爱尔眼科,0,300015
SZ300014,亿纬锂能,0,300014
SZ300012,华测检测,0,300012
SZ300009,安科生物,0,300009
SZ300007,汉威科技,0,300007
SZ300003,乐普医疗,0,300003
SZ300001,特锐德,0,300001
SZ003043,华亚智能,0,003043
SZ003042,中农联合,0,003042
SZ003040,楚天龙,0,003040
SZ003038,鑫铂股份,0,003038
SZ003033,征和工业,0,003033
SZ003032,传智教育,0,003032
SZ003031,中瓷电子,0,003031
SZ003030,祖名股份,0,003030
SZ003029,吉大正元,0,003029
SZ003028,振邦智能,0,003028
SZ003027,同兴环保,0,003027
SZ003026,中晶科技,0,003026
SZ003025,思进智能,0,003025
SZ003023,彩虹集团,0,003023
SZ003022,联泓新科,0,003022
SZ003021,兆威机电,0,003021
SZ003020,立方制药,0,003020
SZ003019,宸展光电,0,003019
SZ003012,东鹏控股,0,003012
SZ003010,若羽臣,0,003010
SZ003007,直真科技,0,003007
SZ003006,百亚股份,0,003006
SZ003005,竞业达,0,003005
SZ003004,声迅股份,0,003004
SZ003003,天元股份,0,003003
SZ003002,壶化股份,0,003002
SZ003000,劲仔食品,0,003000
SZ002999,天禾股份,0,002999
SZ002997,瑞鹄模具,0,002997
SZ002995,天地在线,0,002995
SZ002993,奥海科技,0,002993
SZ002992,宝明科技,0,002992
SZ002991,甘源食品,0,002991
SZ002990,盛视科技,0,002990
SZ002989,中天精装,0,002989
SZ002987,京北方,0,002987
SZ002985,北摩高科,0,002985
SZ002984,森麒麟,0,002984
SZ002982,湘佳股份,0,002982
SZ002980,华盛昌,0,002980
SZ002979,雷赛智能,0,002979
SZ002968,新大正,0,002968
SZ002967,广电计量,0,002967
SZ002965,祥鑫科技,0,002965
SZ002962,五方光电,0,002962
SZ002961,瑞达期货,0,002961
SZ002960,青鸟消防,0,002960
SZ002959,小熊电器,0,002959
SZ002957,科瑞技术,0,002957
SZ002956,西麦食品,0,002956
SZ002955,鸿合科技,0,002955
SZ002953,日丰股份,0,002953
SZ002947,恒铭达,0,002947
SZ002946,新乳业,0,002946
SZ002945,华林证券,0,002945
SZ002943,宇晶股份,0,002943
SZ002941,新疆交建,0,002941
SZ002940,昂利康,0,002940
SZ002939,长城证券,0,002939
SZ002938,鹏鼎控股,0,002938
SZ002937,兴瑞科技,0,002937
SZ002935,天奥电子,0,002935
SZ002933,新兴装备,0,002933
SZ002932,明德生物,0,002932
SZ002929,润建股份,0,002929
SZ002928,华夏航空,0,002928
SZ002925,盈趣科技,0,002925
SZ002923,润都股份,0,002923
SZ002922,伊戈尔,0,002922
SZ002920,德赛西威,0,002920
SZ002919,名臣健康,0,002919
SZ002918,蒙娜丽莎,0,002918
SZ002917,金奥博,0,002917
SZ002916,深南电路,0,002916
SZ002915,中欣氟材,0,002915
SZ002912,中新赛克,0,002912
SZ002911,佛燃能源,0,002911
SZ002910,庄园牧场,0,002910
SZ002909,集泰股份,0,002909
SZ002908,德生科技,0,002908
SZ002907,华森制药,0,002907
SZ002906,华阳集团,0,002906
SZ002905,金逸影视,0,002905
SZ002903,宇环数控,0,002903
SZ002902,铭普光磁,0,002902
SZ002901,大博医疗,0,002901
SZ002898,赛隆药业,0,002898
SZ002897,意华股份,0,002897
SZ002896,中大力德,0,002896
SZ002895,川恒股份,0,002895
SZ002892,科力尔,0,002892
SZ002891,中宠股份,0,002891
SZ002885,京泉华,0,002885
SZ002882,金龙羽,0,002882
SZ002881,美格智能,0,002881
SZ002880,卫光生物,0,002880
SZ002878,元隆雅图,0,002878
SZ002876,三利谱,0,002876
SH605168,三人行,1,605168
SH605136,丽人丽妆,1,605136
SH605133,嵘泰股份,1,605133
SH605128,上海沿浦,1,605128
SH605123,派克新材,1,605123
SH605117,德业股份,1,605117
SH605111,新洁能,1,605111
SH605108,同庆楼,1,605108
SH605090,九丰能源,1,605090
SH605089,味知香,1,605089
SH605088,冠盛股份,1,605088
SH605077,华康股份,1,605077
SH605020,永和股份,1,605020
SH605016,百龙创园,1,605016
SH605009,豪悦护理,1,605009
SH605007,五洲特纸,1,605007
SH605001,威奥股份,1,605001
SH603998,方盛制药,1,603998
SH603997,继峰股份,1,603997
SH603995,甬金股份,1,603995
SH603992,松霖科技,1,603992
SH603990,麦迪科技,1,603990
SH603987,康德莱,1,603987
SH603986,兆易创新,1,603986
SH603985,恒润股份,1,603985
SH603982,泉峰汽车,1,603982
SH603979,金诚信,1,603979
SH603977,国泰集团,1,603977
SH603970,中农立华,1,603970
SH603968,醋化股份,1,603968
SH603967,中创物流,1,603967
SH603959,百利科技,1,603959
SH603949,雪龙集团,1,603949
SH603939,益丰药房,1,603939
SH603938,三孚股份,1,603938
SH603936,博敏电子,1,603936
SH603933,睿能科技,1,603933
SH603931,格林达,1,603931
SH603929,亚翔集成,1,603929
SH603927,中科软,1,603927
SH603920,世运电路,1,603920
SH603919,金徽酒,1,603919
SH603918,金桥信息,1,603918
SH603917,合力科技,1,603917
SH603916,苏博特,1,603916
SH603915,国茂股份,1,603915
SH603912,佳力图,1,603912
SH603908,牧高笛,1,603908
SH603906,龙蟠科技,1,603906
SH603899,晨光股份,1,603899
SH603897,长城科技,1,603897
SH603896,寿仙谷,1,603896
SH603893,瑞芯微,1,603893
SH603888,新华网,1,603888
SH603885,吉祥航空,1,603885
SH603883,老百姓,1,603883
SH603882,金域医学,1,603882
